transaction_id,date,amount,merchant_name,category,payment_channel,pending
tx_207fe5ad5cc1,2025-06-04 22:05:41,-25.32,Verizon Wireless,"[""Utilities"", ""Cell Phone""]",in store,False
tx_6b90d70c8fe4,2025-06-04 19:55:43,-61.5,Delta Air Lines,"[""Travel"", ""Airfare""]",in store,False
tx_b51fc0ce7a05,2025-06-04 08:55:42,-19.03,Gym Membership,"[""Health"", ""Fitness""]",in store,False
tx_3b1e33b2de6b,2025-06-04 08:48:50,-29.78,Trader Joe's,"[""Food"", ""Groceries""]",in store,False
tx_b9acfdbd0521,2025-06-02 22:19:21,-12.58,Whole Foods Market,"[""Food"", ""Groceries""]",in store,False
tx_1e202e4d822c,2025-06-01 09:46:58,-16.22,Parking Garage,"[""Transportation"", ""Parking""]",in store,False
tx_1b4ef545400d,2025-05-31 13:29:31,407.54,Payment - Thank You,"[""Payment"", ""Credit Card""]",online,False
tx_878b442f4d03,2025-05-30 20:32:19,-20.57,Verizon Wireless,"[""Utilities"", ""Cell Phone""]",in store,False
tx_6170831634c7,2025-05-29 07:12:35,-76.27,Delta Air Lines,"[""Travel"", ""Airfare""]",online,False
tx_575223ad5385,2025-05-28 21:50:29,-7.42,Walmart Supercenter,"[""Shopping"", ""Retail""]",in store,False
tx_99a6666c8095,2025-05-28 08:46:07,-6.63,Costco,"[""Shopping"", ""Wholesale""]",in store,False
tx_6790e562c881,2025-05-28 07:41:19,55.93,Refund - Amazon,"[""Refunds"", ""Online""]",online,False
tx_c1102e7e75ae,2025-05-27 19:55:09,-19.13,Verizon Wireless,"[""Utilities"", ""Cell Phone""]",online,False
tx_c0f3083e850a,2025-05-26 22:21:53,-49.04,Shell Service Station,"[""Transportation"", ""Gas & Fuel""]",in store,False
tx_7ee042543fb6,2025-05-26 22:08:31,-80.0,ATM Withdrawal,"[""Cash"", ""ATM""]",online,True
tx_93b3bb4e754a,2025-05-26 18:09:25,-35.43,IKEA,"[""Shopping"", ""Home""]",in store,False
tx_83ecaaa7e09d,2025-05-26 12:12:33,-23.02,AT&T Wireless,"[""Utilities"", ""Cell Phone""]",online,False
tx_8bff0e7e5486,2025-05-26 09:42:40,-17.76,Shell Service Station,"[""Transportation"", ""Gas & Fuel""]",in store,False
tx_3d1bbe4b2761,2025-05-25 21:26:03,-6.5,Starbucks,"[""Food"", ""Coffee""]",in store,False
tx_86d54be2c0d7,2025-05-25 20:01:11,-5.65,Gym Membership,"[""Health"", ""Fitness""]",online,False
tx_59de9fe75f8c,2025-05-24 18:49:27,-32.9,Lyft,"[""Travel"", ""Taxi""]",in store,False
tx_25bd419049f9,2025-05-24 12:29:51,-200.52,Delta Air Lines,"[""Travel"", ""Airfare""]",in store,False
tx_170ee56653f9,2025-05-23 13:28:43,-4.5,Unknown Merchant,"[""Uncategorized""]",in store,False
tx_f8b89280e952,2025-05-23 12:19:14,-17.34,Target,"[""Shopping"", ""Retail""]",in store,False
tx_8c3c120a902d,2025-05-23 02:24:42,-6.32,Spotify,"[""Entertainment"", ""Subscriptions""]",online,False
tx_d2caad390d2a,2025-05-22 20:48:02,-41.35,Target,"[""Shopping"", ""Retail""]",in store,False
tx_571bbfdc86c2,2025-05-21 22:47:46,-6.25,Target,"[""Shopping"", ""Retail""]",in store,False
tx_77a065ff8a45,2025-05-18 13:53:47,-2.66,Whole Foods Market,"[""Food"", ""Groceries""]",in store,False
tx_aeb4da101c78,2025-05-17 13:56:35,-178.52,Airbnb,"[""Travel"", ""Lodging""]",in store,False
tx_6ac77f1bef76,2025-05-16 09:38:15,-25.58,Spotify,"[""Entertainment"", ""Subscriptions""]",online,False
tx_ba88ea0e04c3,2025-05-15 12:27:16,-16.13,Trader Joe's,"[""Food"", ""Groceries""]",online,False
tx_aedbb93aa390,2025-05-14 13:01:02,-57.98,Concert Tickets,"[""Entertainment"", ""Tickets""]",in store,False
tx_9a0202fe7e67,2025-05-12 12:12:54,-13.49,Chevron,"[""Transportation"", ""Gas & Fuel""]",online,False
tx_f64942f3513e,2025-05-11 20:58:22,-17.28,IKEA,"[""Shopping"", ""Home""]",in store,False
tx_196904d056c8,2025-05-10 20:32:19,-501.19,Concert Tickets,"[""Entertainment"", ""Tickets""]",online,False
tx_31dfd7d18735,2025-05-09 18:37:36,-16.74,Uber *Trip,"[""Travel"", ""Taxi""]",online,False
tx_9e5885fceb64,2025-05-09 08:43:48,-448.24,Marriott Hotels,"[""Travel"", ""Lodging""]",in store,False
tx_ad0f46599cbb,2025-05-09 07:05:31,-16.89,Gym Membership,"[""Health"", ""Fitness""]",in store,False
tx_70a8196d11d4,2025-05-08 20:54:04,-7.43,Local Grocery Store,"[""Food"", ""Groceries""]",in store,False
tx_22fd7ca7feba,2025-05-08 19:23:22,-19.83,Local Grocery Store,"[""Food"", ""Groceries""]",in store,False
tx_8d8196fd7a99,2025-05-07 20:48:37,-40.0,ATM Withdrawal,"[""Cash"", ""ATM""]",in store,False
tx_3ad5887ae74e,2025-05-06 08:52:50,-29.5,Chevron,"[""Transportation"", ""Gas & Fuel""]",in store,False
tx_2fb33c955e1f,2025-05-05 04:45:13,-52.87,AT&T Wireless,"[""Utilities"", ""Cell Phone""]",online,False
tx_239b66338624,2025-05-04 21:05:56,-14.02,Amazon Marketplace,"[""Shopping"", ""Online""]",online,False
tx_fad619ffc01c,2025-05-03 21:27:44,1037.89,Payment - Thank You,"[""Payment"", ""Credit Card""]",online,False
tx_8752fba6d568,2025-05-03 20:36:12,-12.32,Gym Membership,"[""Health"", ""Fitness""]",in store,False
tx_c68d23308a9c,2025-05-03 19:09:51,-12.68,Parking Garage,"[""Transportation"", ""Parking""]",in store,False
tx_1e61328639ae,2025-05-03 00:06:47,-167.37,Marriott Hotels,"[""Travel"", ""Lodging""]",in store,False
tx_2cd3d268f897,2025-05-02 09:41:02,-23.37,Uber *Trip,"[""Travel"", ""Taxi""]",in store,False
tx_0f8e5ad50761,2025-05-01 22:31:03,-15.58,Chevron,"[""Transportation"", ""Gas & Fuel""]",online,False
tx_edfacfaa0433,2025-04-29 12:39:36,-10.85,Parking Garage,"[""Transportation"", ""Parking""]",online,False
tx_5dbf2b7e92d1,2025-04-29 08:05:08,-25.21,Apple Services,"[""Technology"", ""Subscriptions""]",online,False
tx_7d0221a9eb1d,2025-04-29 07:42:06,-24.27,Netflix,"[""Entertainment"", ""Subscriptions""]",online,False
tx_d9d57ed8864c,2025-04-28 13:37:36,-4.43,Uber *Trip,"[""Travel"", ""Taxi""]",online,False
tx_06cd10c303dc,2025-04-27 09:06:48,-30.92,Parking Garage,"[""Transportation"", ""Parking""]",in store,False
tx_e4dab561fedf,2025-04-26 18:32:58,-11.67,Target,"[""Shopping"", ""Retail""]",online,False
tx_ca31456b208f,2025-04-25 08:09:10,-26.9,Verizon Wireless,"[""Utilities"", ""Cell Phone""]",in store,False
tx_95dd86c58c56,2025-04-24 22:58:30,-1200.0,Rent - Apt 2B,"[""Housing"", ""Rent""]",in store,False
tx_5e942f92a42f,2025-04-23 13:00:47,-11.29,Spotify,"[""Entertainment"", ""Subscriptions""]",online,False
tx_fa5eb3ef0c81,2025-04-22 21:29:37,-8.94,Target,"[""Shopping"", ""Retail""]",online,False
tx_643d63fa9efa,2025-04-21 13:41:20,-21.02,Lyft,"[""Travel"", ""Taxi""]",online,False
tx_886ea6a078b8,2025-04-20 18:05:10,-15.54,Verizon Wireless,"[""Utilities"", ""Cell Phone""]",in store,False
tx_75cc23aed28d,2025-04-20 07:14:43,-20.13,Spotify,"[""Entertainment"", ""Subscriptions""]",online,True
tx_dbc3f2358c10,2025-04-19 21:22:46,-20.9,Starbucks,"[""Food"", ""Coffee""]",online,False
tx_925bc060362c,2025-04-18 22:46:15,-61.64,Walmart Supercenter,"[""Shopping"", ""Retail""]",in store,False
tx_6b2b40a10eed,2025-04-17 12:17:25,-60.19,Parking Garage,"[""Transportation"", ""Parking""]",in store,False
tx_f6c72a933747,2025-04-16 20:49:51,-9.47,Trader Joe's,"[""Food"", ""Groceries""]",online,False
tx_017b15a20f48,2025-04-16 12:59:34,-18.18,Netflix,"[""Entertainment"", ""Subscriptions""]",online,False
tx_0f91463dca44,2025-04-15 20:56:28,-22.75,Apple Services,"[""Technology"", ""Subscriptions""]",online,False
tx_c829503cadfc,2025-04-15 19:45:47,1335.5,Transfer to Checking,"[""Transfer"", ""Bank""]",online,False
tx_37eb9079b9d5,2025-04-15 18:49:52,-10.52,Shell Service Station,"[""Transportation"", ""Gas & Fuel""]",in store,False
tx_09ec76bb8938,2025-04-15 12:55:50,-56.37,Parking Garage,"[""Transportation"", ""Parking""]",online,False
tx_658244526b93,2025-04-15 08:57:39,-13.21,Lyft,"[""Travel"", ""Taxi""]",online,False
tx_f4f3f3d18dc9,2025-04-13 08:18:29,-15.45,Parking Garage,"[""Transportation"", ""Parking""]",in store,False
tx_53d948528208,2025-04-12 12:02:02,-64.75,Southwest Airlines,"[""Travel"", ""Airfare""]",in store,False
tx_2d9e3031a7e1,2025-04-11 19:56:35,69.07,Refund - Amazon,"[""Refunds"", ""Online""]",online,False
tx_b71d341b27a4,2025-04-11 19:16:38,-9.29,Chevron,"[""Transportation"", ""Gas & Fuel""]",in store,False
tx_36013d358944,2025-04-10 22:20:55,-35.49,Amazon Marketplace,"[""Shopping"", ""Online""]",online,False
tx_060c5aed9fd9,2025-04-09 21:00:18,-17.26,Unknown Merchant,"[""Uncategorized""]",online,False
tx_687723994334,2025-04-09 20:15:19,-7.18,Parking Garage,"[""Transportation"", ""Parking""]",online,False
tx_c51f7eab2f5e,2025-04-09 13:32:38,-6.37,City Utilities,"[""Utilities"", ""Electric""]",online,False
tx_fbe07f2d785d,2025-04-08 21:39:22,399.02,Payment - Thank You,"[""Payment"", ""Credit Card""]",online,False
tx_ad2ff0561788,2025-04-08 20:35:00,-11.98,Verizon Wireless,"[""Utilities"", ""Cell Phone""]",in store,False
tx_036d3726bd55,2025-04-08 12:46:03,-7.43,McDonald's,"[""Food"", ""Fast Food""]",in store,False
tx_15d5a8d1ed7a,2025-04-07 04:53:31,-18.42,Lyft,"[""Travel"", ""Taxi""]",in store,False
tx_f7f84b7c3574,2025-04-06 13:22:30,-51.8,Electric Vehicle Charge,"[""Transportation"", ""Gas & Fuel""]",online,False
tx_223235dc12b3,2025-04-06 09:14:39,-22.37,Best Buy,"[""Shopping"", ""Electronics""]",online,False
tx_820044447a01,2025-04-06 07:26:42,-16.61,Electric Vehicle Charge,"[""Transportation"", ""Gas & Fuel""]",in store,False
tx_6571cf5c2f76,2025-04-05 08:52:43,-89.3,AT&T Wireless,"[""Utilities"", ""Cell Phone""]",online,False
tx_0d26b3346747,2025-04-05 07:07:17,-7.76,Whole Foods Market,"[""Food"", ""Groceries""]",in store,False
tx_a24130e1ec87,2025-04-04 21:23:51,-6.57,Chevron,"[""Transportation"", ""Gas & Fuel""]",online,False
tx_0638f97f3347,2025-04-03 08:01:15,-412.75,Delta Air Lines,"[""Travel"", ""Airfare""]",in store,False
tx_18090bb5e40b,2025-04-03 07:20:07,-27.96,Google *Play,"[""Technology"", ""Subscriptions""]",online,False
tx_d75e335cb446,2025-04-02 21:19:46,-10.57,Comcast,"[""Utilities"", ""Internet""]",in store,False
tx_11c555334506,2025-04-02 20:27:20,-65.77,Costco,"[""Shopping"", ""Wholesale""]",in store,False
tx_b33bcaf597a4,2025-04-01 21:52:17,-57.16,Parking Garage,"[""Transportation"", ""Parking""]",online,False
tx_ab7a6a03f3e9,2025-04-01 19:13:19,25.24,Refund - Amazon,"[""Refunds"", ""Online""]",online,False
tx_d7292203c1da,2025-03-31 12:01:04,-12.4,Electric Vehicle Charge,"[""Transportation"", ""Gas & Fuel""]",in store,False
tx_ff0e04bd22a2,2025-03-29 21:18:09,-18.82,Netflix,"[""Entertainment"", ""Subscriptions""]",online,False
tx_13a4c7fbff26,2025-03-29 13:12:01,-471.59,Southwest Airlines,"[""Travel"", ""Airfare""]",online,False
tx_3eebd29c7fc5,2025-03-29 12:03:32,-6.42,AT&T Wireless,"[""Utilities"", ""Cell Phone""]",in store,False
tx_8009bdeb3576,2025-03-28 22:52:12,-13.24,Whole Foods Market,"[""Food"", ""Groceries""]",online,False
tx_a11f024a4616,2025-03-28 08:51:19,-14.17,Netflix,"[""Entertainment"", ""Subscriptions""]",online,False
tx_ab2fc248f520,2025-03-26 15:55:09,-25.93,Google *Play,"[""Technology"", ""Subscriptions""]",online,False
tx_a30353679266,2025-03-26 12:05:58,-42.2,Whole Foods Market,"[""Food"", ""Groceries""]",online,False
tx_f008b49206e7,2025-03-25 08:22:44,-122.94,Delta Air Lines,"[""Travel"", ""Airfare""]",online,False
tx_65f71e1b13ee,2025-03-24 12:24:41,-5.54,Starbucks,"[""Food"", ""Coffee""]",online,False
tx_b1de48df6384,2025-03-24 09:11:23,-7.71,Walmart Supercenter,"[""Shopping"", ""Retail""]",in store,False
tx_a71adb160c89,2025-03-22 20:26:24,-18.94,Netflix,"[""Entertainment"", ""Subscriptions""]",online,False
tx_0b89d93e67fe,2025-03-21 13:31:01,-26.64,Shell Service Station,"[""Transportation"", ""Gas & Fuel""]",in store,False
tx_347c7c85b068,2025-03-20 18:50:45,-17.25,Google *Play,"[""Technology"", ""Subscriptions""]",online,False
tx_fd417f14faf4,2025-03-20 13:02:20,-67.13,Airbnb,"[""Travel"", ""Lodging""]",online,False
tx_3f3c142aaa94,2025-03-20 01:21:45,-80.68,Apple Services,"[""Technology"", ""Subscriptions""]",online,False
tx_1c13efa3191d,2025-03-19 22:26:43,-46.71,Electric Vehicle Charge,"[""Transportation"", ""Gas & Fuel""]",online,False
tx_123f4652e9fc,2025-03-19 09:43:14,-40.0,ATM Withdrawal,"[""Cash"", ""ATM""]",online,False
tx_9f7d17dda448,2025-03-19 04:06:02,-17.77,Gym Membership,"[""Health"", ""Fitness""]",in store,False
tx_131d13ff6a3b,2025-03-17 22:43:34,-3.0,Costco,"[""Shopping"", ""Wholesale""]",in store,False
tx_d9c2561edeb0,2025-03-16 20:13:41,-6.64,Spotify,"[""Entertainment"", ""Subscriptions""]",online,False
tx_1cd913c489da,2025-03-16 18:59:06,-42.34,Lyft,"[""Travel"", ""Taxi""]",online,False
tx_d5e8fccaea1b,2025-03-15 13:40:43,-23.53,Pharmacy Rx,"[""Healthcare"", ""Pharmacy""]",in store,False
tx_dee06471bb2e,2025-03-15 07:18:02,-2.4,Target,"[""Shopping"", ""Retail""]",in store,False
tx_10954ae45f24,2025-03-12 13:35:33,-38.84,Trader Joe's,"[""Food"", ""Groceries""]",in store,False
tx_3fcf0579f811,2025-03-11 19:08:21,-11.88,Walmart Supercenter,"[""Shopping"", ""Retail""]",in store,False
tx_c7b0ca532bc5,2025-03-11 09:44:34,-13.14,McDonald's,"[""Food"", ""Fast Food""]",in store,False
tx_d7a1c99f031b,2025-03-10 13:46:01,-29.94,Trader Joe's,"[""Food"", ""Groceries""]",online,False
tx_f9ba620be92d,2025-03-09 20:04:25,-29.28,Best Buy,"[""Shopping"", ""Electronics""]",in store,False
tx_d3365584f544,2025-03-09 12:12:18,-19.69,Whole Foods Market,"[""Food"", ""Groceries""]",online,False
tx_498b87c236ff,2025-03-09 08:21:07,-19.53,Amazon Marketplace,"[""Shopping"", ""Online""]",online,False
tx_fa790ae9d173,2025-03-08 07:29:08,-6.0,Trader Joe's,"[""Food"", ""Groceries""]",in store,False
tx_964acca43eef,2025-03-07 13:12:09,-116.51,Airbnb,"[""Travel"", ""Lodging""]",online,False
tx_dfa6ae92c57c,2025-03-07 12:12:11,-15.35,Spotify,"[""Entertainment"", ""Subscriptions""]",online,False
tx_7a578c79f477,2025-03-07 08:08:11,-102.47,Chevron,"[""Transportation"", ""Gas & Fuel""]",in store,False
tx_1a80e3fa80d1,2025-03-07 07:09:21,-7.67,McDonald's,"[""Food"", ""Fast Food""]",in store,False
tx_8559141f5d99,2025-03-06 13:12:54,-40.0,ATM Withdrawal,"[""Cash"", ""ATM""]",online,False
tx_d380d1e3c65d,2025-03-05 19:07:02,-1200.0,Rent - Apt 2B,"[""Housing"", ""Rent""]",in store,True
tx_857f89cce216,2025-03-05 13:47:35,-6.99,Pharmacy Rx,"[""Healthcare"", ""Pharmacy""]",online,False
tx_8f69b64600e7,2025-03-05 07:02:19,-12.86,Electric Vehicle Charge,"[""Transportation"", ""Gas & Fuel""]",online,False
tx_472df60ecdf6,2025-03-05 02:33:27,-122.8,AT&T Wireless,"[""Utilities"", ""Cell Phone""]",online,False
tx_ae1cc6c8ac05,2025-03-04 13:24:29,1834.5,Payment - Thank You,"[""Payment"", ""Credit Card""]",online,False
tx_7a90656f384f,2025-03-04 12:33:46,-154.43,Concert Tickets,"[""Entertainment"", ""Tickets""]",online,False
tx_66cbfb486eea,2025-03-02 09:04:16,-16.52,Gym Membership,"[""Health"", ""Fitness""]",online,False
tx_f04870b23d0c,2025-03-01 12:25:32,-13.51,Trader Joe's,"[""Food"", ""Groceries""]",in store,False
tx_ab1fccfcafba,2025-03-01 09:13:47,-140.92,Concert Tickets,"[""Entertainment"", ""Tickets""]",online,False
tx_f8d1316aa142,2025-02-26 13:17:55,-3.21,Chevron,"[""Transportation"", ""Gas & Fuel""]",online,False
tx_07d8a0a693fa,2025-02-26 12:00:45,-19.95,Apple Services,"[""Technology"", ""Subscriptions""]",online,False
tx_ef200494378c,2025-02-24 12:21:00,8.47,Refund - Amazon,"[""Refunds"", ""Online""]",online,False
tx_4ad2b640a95b,2025-02-23 12:07:42,-12.05,Uber *Trip,"[""Travel"", ""Taxi""]",online,False
tx_2a87cc02e320,2025-02-23 08:44:52,-18.8,Walmart Supercenter,"[""Shopping"", ""Retail""]",in store,False
tx_e9743dac25ee,2025-02-21 20:05:19,-262.73,Concert Tickets,"[""Entertainment"", ""Tickets""]",online,False
tx_91c0071a5a30,2025-02-20 12:19:44,-22.19,Lyft,"[""Travel"", ""Taxi""]",online,False
tx_6270f45731ca,2025-02-20 08:30:47,-79.56,Apple Services,"[""Technology"", ""Subscriptions""]",online,False
tx_8400479b088c,2025-02-18 21:19:16,-20.07,IKEA,"[""Shopping"", ""Home""]",in store,False
tx_177161739121,2025-02-18 14:59:22,-23.08,Shell Service Station,"[""Transportation"", ""Gas & Fuel""]",in store,False
tx_59927ebba08d,2025-02-17 03:11:20,-6.69,AT&T Wireless,"[""Utilities"", ""Cell Phone""]",in store,False
tx_a41cf802d429,2025-02-16 08:52:16,-9.0,Gym Membership,"[""Health"", ""Fitness""]",in store,False
tx_0d94a6ccf236,2025-02-13 12:52:12,-10.49,Best Buy,"[""Shopping"", ""Electronics""]",in store,False
tx_181164607125,2025-02-12 13:52:36,-44.49,Pharmacy Rx,"[""Healthcare"", ""Pharmacy""]",online,False
tx_4e5bcb94eddb,2025-02-10 22:30:39,-56.02,Concert Tickets,"[""Entertainment"", ""Tickets""]",in store,False
tx_542fd0bf53c3,2025-02-10 20:11:45,-7.13,Unknown Merchant,"[""Uncategorized""]",online,False
tx_8111117e5ffe,2025-02-10 07:52:42,-23.63,Trader Joe's,"[""Food"", ""Groceries""]",in store,False
tx_4aa1bf52b981,2025-02-08 19:30:24,-33.03,Amazon Marketplace,"[""Shopping"", ""Online""]",online,False
tx_3922ee5be70d,2025-02-08 12:17:28,-24.14,Spotify,"[""Entertainment"", ""Subscriptions""]",online,False
tx_ff7d0ac815d6,2025-02-06 11:24:30,-181.44,Delta Air Lines,"[""Travel"", ""Airfare""]",online,False
tx_22c496f75bb7,2025-02-06 07:10:20,-17.42,Costco,"[""Shopping"", ""Wholesale""]",in store,False
tx_f50449a5e72d,2025-02-05 20:10:23,-14.1,IKEA,"[""Shopping"", ""Home""]",online,False
tx_190d9f49c7a3,2025-02-05 19:36:40,-29.01,Chevron,"[""Transportation"", ""Gas & Fuel""]",online,True
tx_8ca5c92c2852,2025-02-05 06:10:36,-44.08,AT&T Wireless,"[""Utilities"", ""Cell Phone""]",online,False
tx_c7f0f8798eb8,2025-02-04 21:30:27,-15.54,Starbucks,"[""Food"", ""Coffee""]",online,False
tx_5b20b451a144,2025-02-01 09:12:16,-15.9,AT&T Wireless,"[""Utilities"", ""Cell Phone""]",in store,False
tx_b8f3fcb42ce2,2025-01-31 22:37:44,-70.38,Marriott Hotels,"[""Travel"", ""Lodging""]",in store,False
tx_d968cff8e3d7,2025-01-31 20:44:42,-181.33,Airbnb,"[""Travel"", ""Lodging""]",in store,False
tx_b23040176be5,2025-01-30 13:01:07,-13.77,Spotify,"[""Entertainment"", ""Subscriptions""]",online,False
tx_e4dc13055a68,2025-01-29 22:31:45,-19.83,Google *Play,"[""Technology"", ""Subscriptions""]",online,False
tx_67733dcc7a7b,2025-01-29 09:42:13,-316.34,Concert Tickets,"[""Entertainment"", ""Tickets""]",in store,False
tx_949c60e154e1,2025-01-28 08:31:37,-57.19,Shell Service Station,"[""Transportation"", ""Gas & Fuel""]",in store,False
tx_24fc515ef702,2025-01-27 21:55:10,-8.18,Shell Service Station,"[""Transportation"", ""Gas & Fuel""]",in store,False
tx_4b641f82bb0c,2025-01-27 18:54:26,-1200.0,Rent - Apt 2B,"[""Housing"", ""Rent""]",in store,False
tx_ab8ebc7ff333,2025-01-26 13:45:07,-14.25,Chevron,"[""Transportation"", ""Gas & Fuel""]",in store,False
tx_3d43d2ae321a,2025-01-25 21:51:58,-32.61,McDonald's,"[""Food"", ""Fast Food""]",online,False
tx_317faf4c5349,2025-01-24 18:11:14,-1200.0,Rent - Apt 2B,"[""Housing"", ""Rent""]",online,False
tx_7c9cb504293d,2025-01-24 13:23:32,-8.34,Apple Services,"[""Technology"", ""Subscriptions""]",online,True
tx_74f2cfe864cb,2025-01-24 13:05:23,12.72,Refund - Amazon,"[""Refunds"", ""Online""]",online,False
tx_c0d5fb079a07,2025-01-22 19:47:15,-70.74,Southwest Airlines,"[""Travel"", ""Airfare""]",in store,False
tx_0f56e346c00c,2025-01-21 19:45:32,-6.84,Parking Garage,"[""Transportation"", ""Parking""]",online,False
tx_00b6f4fa9bf9,2025-01-21 07:49:16,-8.09,Amazon Marketplace,"[""Shopping"", ""Online""]",online,False
tx_716147719910,2025-01-20 18:53:54,-74.97,Southwest Airlines,"[""Travel"", ""Airfare""]",in store,False
tx_dc74559a753c,2025-01-20 07:33:40,-10.84,Lyft,"[""Travel"", ""Taxi""]",in store,True
tx_71b30be1cdff,2025-01-20 06:55:05,-128.78,Apple Services,"[""Technology"", ""Subscriptions""]",online,False
tx_0c26db4e97b3,2025-01-19 13:26:45,-17.63,Gym Membership,"[""Health"", ""Fitness""]",in store,False
tx_6df9379f585f,2025-01-19 13:21:35,842.36,Transfer to Checking,"[""Transfer"", ""Bank""]",online,False
tx_828f55f27c9b,2025-01-17 09:47:46,-14.63,Shell Service Station,"[""Transportation"", ""Gas & Fuel""]",in store,False
tx_9be6d1e88441,2025-01-15 21:04:57,-18.06,Amazon Marketplace,"[""Shopping"", ""Online""]",online,False
tx_5b3c1f602241,2025-01-15 13:38:24,-21.76,Netflix,"[""Entertainment"", ""Subscriptions""]",online,False
tx_3de93a8256f0,2025-01-14 20:47:31,-24.07,Netflix,"[""Entertainment"", ""Subscriptions""]",online,False
tx_021efccb1e97,2025-01-14 12:55:49,-1350.0,Rent - Apt 2B,"[""Housing"", ""Rent""]",in store,False
tx_a3af306e730a,2025-01-13 08:13:03,-21.54,Gym Membership,"[""Health"", ""Fitness""]",in store,False
tx_3ebdfaf51136,2025-01-12 13:02:14,-14.42,Electric Vehicle Charge,"[""Transportation"", ""Gas & Fuel""]",in store,False
tx_464dfaf2300e,2025-01-11 22:18:34,-4.3,Whole Foods Market,"[""Food"", ""Groceries""]",in store,False
tx_37f81e088836,2025-01-11 09:55:02,-573.36,Airbnb,"[""Travel"", ""Lodging""]",in store,False
tx_0e78ee234cbe,2025-01-10 20:49:29,-58.24,Parking Garage,"[""Transportation"", ""Parking""]",online,False
tx_115efc68dea3,2025-01-10 03:56:26,-24.61,Uber *Trip,"[""Travel"", ""Taxi""]",online,False
tx_3b6e6532ca62,2025-01-09 22:34:52,-13.93,Target,"[""Shopping"", ""Retail""]",online,True
tx_fe730431155b,2025-01-09 13:13:52,-8.97,Gym Membership,"[""Health"", ""Fitness""]",in store,False
tx_8903e804fedc,2025-01-09 07:24:40,-19.71,McDonald's,"[""Food"", ""Fast Food""]",in store,False
tx_dde4863f007a,2025-01-08 22:59:06,-6.29,Netflix,"[""Entertainment"", ""Subscriptions""]",online,False
tx_17c4bc46a8a4,2025-01-08 21:25:41,-5.86,Uber *Trip,"[""Travel"", ""Taxi""]",online,False
tx_ebe6fbecc385,2025-01-08 07:13:10,-55.0,Unknown Merchant,"[""Uncategorized""]",online,False
tx_bf6fb66447e8,2025-01-07 13:20:18,-167.34,Southwest Airlines,"[""Travel"", ""Airfare""]",in store,False
tx_5649a894b9c3,2025-01-05 20:20:18,-16.19,Pharmacy Rx,"[""Healthcare"", ""Pharmacy""]",online,False
tx_3fde6f76ae6b,2025-01-05 12:57:36,-11.23,Chevron,"[""Transportation"", ""Gas & Fuel""]",online,False
tx_7c1dbaebe234,2025-01-05 12:16:09,-40.69,AT&T Wireless,"[""Utilities"", ""Cell Phone""]",online,False
tx_e074200754be,2025-01-04 13:57:54,-296.63,Airbnb,"[""Travel"", ""Lodging""]",in store,False
tx_d63499d49f45,2025-01-04 12:43:59,-35.11,Parking Garage,"[""Transportation"", ""Parking""]",in store,False
tx_af364bf2ae87,2025-01-03 20:00:07,-6.96,IKEA,"[""Shopping"", ""Home""]",in store,False
tx_d3f945802f4d,2025-01-03 19:30:09,-33.77,Pharmacy Rx,"[""Healthcare"", ""Pharmacy""]",online,False
tx_415d69498f1f,2025-01-02 22:13:29,-19.92,Uber *Trip,"[""Travel"", ""Taxi""]",in store,False
tx_b4530bec8b53,2025-01-02 07:19:54,-231.84,Concert Tickets,"[""Entertainment"", ""Tickets""]",online,False
tx_1cb1a208ded2,2025-01-01 22:07:55,-38.81,Walmart Supercenter,"[""Shopping"", ""Retail""]",in store,False
tx_ea58836abcad,2025-01-01 19:23:25,-98.73,Concert Tickets,"[""Entertainment"", ""Tickets""]",online,False
tx_e647878bf750,2025-01-01 19:02:15,-8.66,McDonald's,"[""Food"", ""Fast Food""]",in store,False
tx_721c8720aa04,2025-01-01 12:10:06,-6.45,Spotify,"[""Entertainment"", ""Subscriptions""]",online,False
tx_ef86bf962be5,2025-01-01 08:11:49,-9.96,Walmart Supercenter,"[""Shopping"", ""Retail""]",in store,False
tx_d9bf74cfceb8,2024-12-31 13:58:17,-20.17,Chevron,"[""Transportation"", ""Gas & Fuel""]",in store,False
tx_5d5669821a91,2024-12-31 13:20:42,1939.66,WholePay,"[""Payment"", ""Credit Card""]",online,False
tx_56e1ddd59533,2024-12-30 21:17:32,-20.0,ATM Withdrawal,"[""Cash"", ""ATM""]",in store,False
tx_07dd80ba8701,2024-12-30 13:36:46,-14.22,Starbucks,"[""Food"", ""Coffee""]",in store,False
tx_16033634b320,2024-12-30 12:18:45,-13.95,Unknown Merchant,"[""Uncategorized""]",online,False
tx_76f09a7c28ab,2024-12-29 04:48:14,-51.15,Costco,"[""Shopping"", ""Wholesale""]",online,False
tx_6f2b2b46d910,2024-12-28 17:59:17,-37.48,Pharmacy Rx,"[""Healthcare"", ""Pharmacy""]",in store,False
tx_6e5f193601ea,2024-12-27 20:20:05,184.41,Payment - Thank You,"[""Payment"", ""Credit Card""]",online,False
tx_a6b873366ea0,2024-12-25 13:31:35,-26.94,Verizon Wireless,"[""Utilities"", ""Cell Phone""]",in store,False
tx_e21463f51a8d,2024-12-24 08:24:20,222.13,Transfer to Checking,"[""Transfer"", ""Bank""]",online,False
tx_024212e84700,2024-12-23 10:36:27,-30.32,McDonald's,"[""Food"", ""Fast Food""]",online,False
